Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
MAAF Assurances",707 €,398199,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/07/1971,53,Célibataire,Salarié Cadre,06/2012,Oui,,,Non,non,non,non,10/2007,,12/2005,BM59203,BMW,SERIE 3,DIES,CPE,15,M2,0,45800,16,H,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,D,1,10000,64570,64225,2,1,62179,62899,Pyrénées-Atlantiques,64,75,P,S,12,0.51,6,A,71,C,16/09/2024
"	
Groupe Admiral",839 €,398199,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/07/1971,53,Célibataire,Salarié Cadre,06/2012,Oui,,,Non,non,non,non,10/2007,,12/2005,BM59203,BMW,SERIE 3,DIES,CPE,15,M2,0,45800,16,H,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,D,1,10000,64570,64225,2,1,62179,62899,Pyrénées-Atlantiques,64,75,P,S,12,0.51,6,A,71,C,16/09/2024
"	
GMF",981 €,398199,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/07/1971,53,Célibataire,Salarié Cadre,06/2012,Oui,,,Non,non,non,non,10/2007,,12/2005,BM59203,BMW,SERIE 3,DIES,CPE,15,M2,0,45800,16,H,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,D,1,10000,64570,64225,2,1,62179,62899,Pyrénées-Atlantiques,64,75,P,S,12,0.51,6,A,71,C,16/09/2024
"	
SOS Malus",1 017 €,398199,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/07/1971,53,Célibataire,Salarié Cadre,06/2012,Oui,,,Non,non,non,non,10/2007,,12/2005,BM59203,BMW,SERIE 3,DIES,CPE,15,M2,0,45800,16,H,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,D,1,10000,64570,64225,2,1,62179,62899,Pyrénées-Atlantiques,64,75,P,S,12,0.51,6,A,71,C,16/09/2024
"	
Groupe Allianz",1 052 €,398199,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/07/1971,53,Célibataire,Salarié Cadre,06/2012,Oui,,,Non,non,non,non,10/2007,,12/2005,BM59203,BMW,SERIE 3,DIES,CPE,15,M2,0,45800,16,H,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,D,1,10000,64570,64225,2,1,62179,62899,Pyrénées-Atlantiques,64,75,P,S,12,0.51,6,A,71,C,16/09/2024
"	
GMF",318 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
Active Assurances",334 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
MAAF Assurances",346 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
Groupe Admiral",349 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
AMV",363 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
MMA",387 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
Groupe AXA",412 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
Groupe Vilavi",414 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
Groupe Vilavi",455 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
Groupe Allianz",662 €,5324,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,05/08/1962,62,Concubin(e) / vie maritale,Salarié Cadre,04/2001,Oui,04/04/1948,11/2020,Non,non,non,non,N/A,06/10/2025,11/2005,AU18765,AUDI,A4,DIES,BRK,13,M2,0,49230,14,H,11,9,99,9,5,13,6,NISSAN,MICRA,CARB,BER,5,NA05418,20990,10,C,92,B2,0,10,7,4,9,3,7,4,9,99,D,3,20000,60520,60142,1,1,54450,54014,Oise,60,32,V,P,23,100,0,E,77,D,16/09/2024
"	
MAAF Assurances",553 €,166508,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,25/11/1997,26,Concubin(e) / vie maritale,Enseignant,07/2017,Non,03/03/1941,,Non,non,non,non,04/2024,,02/2024,AU47495,AUDI,A4 V,GH,BRK,17,M2,0,59190,15,J,7,12,99,4,4,11,8,,,,,,,,,,,,,,,,,,,,,,T,1,2000,63310,63232,2,2,59470,59305,Puy-de-Dôme,63,84,P,P,7,0.68,0,A,74,C,16/09/2024
"	
Groupe AXA",592 €,166508,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,25/11/1997,26,Concubin(e) / vie maritale,Enseignant,07/2017,Non,03/03/1941,,Non,non,non,non,04/2024,,02/2024,AU47495,AUDI,A4 V,GH,BRK,17,M2,0,59190,15,J,7,12,99,4,4,11,8,,,,,,,,,,,,,,,,,,,,,,T,1,2000,63310,63232,2,2,59470,59305,Puy-de-Dôme,63,84,P,P,7,0.68,0,A,74,C,16/09/2024
"	
GMF",705 €,166508,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,25/11/1997,26,Concubin(e) / vie maritale,Enseignant,07/2017,Non,03/03/1941,,Non,non,non,non,04/2024,,02/2024,AU47495,AUDI,A4 V,GH,BRK,17,M2,0,59190,15,J,7,12,99,4,4,11,8,,,,,,,,,,,,,,,,,,,,,,T,1,2000,63310,63232,2,2,59470,59305,Puy-de-Dôme,63,84,P,P,7,0.68,0,A,74,C,16/09/2024
"	
Groupe Allianz",803 €,166508,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,25/11/1997,26,Concubin(e) / vie maritale,Enseignant,07/2017,Non,03/03/1941,,Non,non,non,non,04/2024,,02/2024,AU47495,AUDI,A4 V,GH,BRK,17,M2,0,59190,15,J,7,12,99,4,4,11,8,,,,,,,,,,,,,,,,,,,,,,T,1,2000,63310,63232,2,2,59470,59305,Puy-de-Dôme,63,84,P,P,7,0.68,0,A,74,C,16/09/2024
"	
Groupe Admiral",875 €,166508,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,25/11/1997,26,Concubin(e) / vie maritale,Enseignant,07/2017,Non,03/03/1941,,Non,non,non,non,04/2024,,02/2024,AU47495,AUDI,A4 V,GH,BRK,17,M2,0,59190,15,J,7,12,99,4,4,11,8,,,,,,,,,,,,,,,,,,,,,,T,1,2000,63310,63232,2,2,59470,59305,Puy-de-Dôme,63,84,P,P,7,0.68,0,A,74,C,16/09/2024
"	
Groupe AXA",310 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
Abeille Assurances",353 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
MAAF Assurances",430 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
Groupe Admiral",502 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
Active Assurances",504 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
Groupe Allianz",656 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
GMF",708 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
Groupe Vilavi",941 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
Groupe Vilavi",981 €,164302,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,05/08/1977,47,Célibataire,Retraité,05/2010,Non,,,Oui,2009,2016,non,N/A,22/10/2024,11/2005,AU15463,AUDI,A6,DIES,BER,15,H1,0,43900,14,H,12,12,99,7,6,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,47200,47156,2,1,32230,32217,Lot-et-Garonne,47,75,G,P,14,10,0,E,84,C,16/09/2024
"	
GMF",1 684 €,581836,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,15/08/2005,19,Célibataire,Fonctionnaire territorial,08/2024,Non,,,Non,non,non,non,N/A,24/10/2024,03/2010,AU36255,AUDI,A6 III,DIES,BRK,10,H1,0,51500,14,J,12,12,98,13,6,14,7,,,,,,,,,,,,,,,,,,,,,,C,3,30000,53120,53071,1,2,54370,54446,Mayenne,53,52,C,P,0,1,0,E,68,C,16/09/2024
"	
Groupe Admiral",4 374 €,581836,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,15/08/2005,19,Célibataire,Fonctionnaire territorial,08/2024,Non,,,Non,non,non,non,N/A,24/10/2024,03/2010,AU36255,AUDI,A6 III,DIES,BRK,10,H1,0,51500,14,J,12,12,98,13,6,14,7,,,,,,,,,,,,,,,,,,,,,,C,3,30000,53120,53071,1,2,54370,54446,Mayenne,53,52,C,P,0,1,0,E,68,C,16/09/2024
"	
Groupe AXA",467 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
Abeille Assurances",727 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
MAAF Assurances",783 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
Active Assurances",860 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
GMF",950 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
Groupe Allianz",1 017 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
Groupe Admiral",1 038 €,574429,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,30/01/1957,67,Célibataire,Profession libérale,04/1995,Non,,,Non,non,non,non,04/2020,,12/2005,BM59131,BMW,SERIE 3,DIES,BRK,15,M2,0,47800,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,T,3,25000,32700,32239,2,1,31360,31034,Gers,32,76,P,P,29,120,4,A,68,A,16/09/2024
"	
MAAF Assurances",240 €,747316,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,21/09/1994,29,Marié(e),Forain,07/2017,Non,19/04/1945,08/1971,Non,non,non,non,N/A,23/11/2024,03/2024,ME81017,MERCEDES,CLASSE GLB,DIES,VTC,8,H,0,50249,15,J,12,13,99,12,4,7,3,FIAT,500 III,ELEC,BER,3,FI54005,36900,12,F,118,A,1,7,7,1,7,8,8,4,9,99,D,2,10000,16170,16312,1,2,11410,11231,Charente,16,75,G,S,7,0.68,0,A,75,A,16/09/2024
"	
Active Assurances",301 €,747316,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,21/09/1994,29,Marié(e),Forain,07/2017,Non,19/04/1945,08/1971,Non,non,non,non,N/A,23/11/2024,03/2024,ME81017,MERCEDES,CLASSE GLB,DIES,VTC,8,H,0,50249,15,J,12,13,99,12,4,7,3,FIAT,500 III,ELEC,BER,3,FI54005,36900,12,F,118,A,1,7,7,1,7,8,8,4,9,99,D,2,10000,16170,16312,1,2,11410,11231,Charente,16,75,G,S,7,0.68,0,A,75,A,16/09/2024
"	
Groupe Vilavi",336 €,747316,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,21/09/1994,29,Marié(e),Forain,07/2017,Non,19/04/1945,08/1971,Non,non,non,non,N/A,23/11/2024,03/2024,ME81017,MERCEDES,CLASSE GLB,DIES,VTC,8,H,0,50249,15,J,12,13,99,12,4,7,3,FIAT,500 III,ELEC,BER,3,FI54005,36900,12,F,118,A,1,7,7,1,7,8,8,4,9,99,D,2,10000,16170,16312,1,2,11410,11231,Charente,16,75,G,S,7,0.68,0,A,75,A,16/09/2024
"	
Groupe Vilavi",370 €,747316,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,21/09/1994,29,Marié(e),Forain,07/2017,Non,19/04/1945,08/1971,Non,non,non,non,N/A,23/11/2024,03/2024,ME81017,MERCEDES,CLASSE GLB,DIES,VTC,8,H,0,50249,15,J,12,13,99,12,4,7,3,FIAT,500 III,ELEC,BER,3,FI54005,36900,12,F,118,A,1,7,7,1,7,8,8,4,9,99,D,2,10000,16170,16312,1,2,11410,11231,Charente,16,75,G,S,7,0.68,0,A,75,A,16/09/2024
"	
MAAF Assurances",287 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
Active Assurances",312 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
Groupe Admiral",336 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
Groupe AXA",417 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
GMF",422 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
Groupe Vilavi",448 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
AMV",487 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
Groupe Vilavi",487 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
"	
MMA",539 €,964241,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,19/03/1995,29,Célibataire,Agriculteur,06/2018,Oui,,,Non,non,non,non,12/2023,,12/2005,CI36378,CITROEN,JUMPER,DIES,FGN,7,U2,0,29780,11,C,8,11,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,30000,14440,14197,1,1,23240,23111,Calvados,14,28,V,P,6,0.72,0,A,4,A,16/09/2024
