Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
AMV",1 360 €,7274,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/06/1990,34,Concubin(e) / vie maritale,VRP,02/2013,Non,30/09/1963,,Non,non,non,non,06/2023,,01/2022,AU31665,AUDI,A5,EH,CPE,16,M2,0,62830,15,K,7,12,99,6,6,13,6,,,,,,,,,,,,,,,,,,,,,,D,1,12500,77450,77474,2,1,77520,77263,Seine-et-Marne,77,11,G,P,11,0.54,1,A,49,D,16/09/2024
"	
SOS Malus",1 600 €,7274,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/06/1990,34,Concubin(e) / vie maritale,VRP,02/2013,Non,30/09/1963,,Non,non,non,non,06/2023,,01/2022,AU31665,AUDI,A5,EH,CPE,16,M2,0,62830,15,K,7,12,99,6,6,13,6,,,,,,,,,,,,,,,,,,,,,,D,1,12500,77450,77474,2,1,77520,77263,Seine-et-Marne,77,11,G,P,11,0.54,1,A,49,D,16/09/2024
"	
MAAF Assurances",203 €,981,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,29/08/1956,68,Marié(e),Forain,07/2011,Oui,10/11/1941,10/2015,Non,non,non,non,N/A,30/01/2025,03/2000,OP17312,OPEL,ASTRA,CARB,BER,9,M1,0,17200,13,D,7,9,99,6,6,9,5,BMW,SERIE 2,CARB,CPE,7,BM73746,38900,12,F,136,M1,0,10,8,10,14,5,13,8,13,99,T,1,12500,53400,53165,1,1,59670,59443,Mayenne,53,52,J,S,13,0.5,0,E,18,A,16/09/2024
"	
Active Assurances",275 €,981,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,29/08/1956,68,Marié(e),Forain,07/2011,Oui,10/11/1941,10/2015,Non,non,non,non,N/A,30/01/2025,03/2000,OP17312,OPEL,ASTRA,CARB,BER,9,M1,0,17200,13,D,7,9,99,6,6,9,5,BMW,SERIE 2,CARB,CPE,7,BM73746,38900,12,F,136,M1,0,10,8,10,14,5,13,8,13,99,T,1,12500,53400,53165,1,1,59670,59443,Mayenne,53,52,J,S,13,0.5,0,E,18,A,16/09/2024
"	
Groupe Vilavi",371 €,981,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,29/08/1956,68,Marié(e),Forain,07/2011,Oui,10/11/1941,10/2015,Non,non,non,non,N/A,30/01/2025,03/2000,OP17312,OPEL,ASTRA,CARB,BER,9,M1,0,17200,13,D,7,9,99,6,6,9,5,BMW,SERIE 2,CARB,CPE,7,BM73746,38900,12,F,136,M1,0,10,8,10,14,5,13,8,13,99,T,1,12500,53400,53165,1,1,59670,59443,Mayenne,53,52,J,S,13,0.5,0,E,18,A,16/09/2024
"	
Groupe Vilavi",405 €,981,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Une femme,29/08/1956,68,Marié(e),Forain,07/2011,Oui,10/11/1941,10/2015,Non,non,non,non,N/A,30/01/2025,03/2000,OP17312,OPEL,ASTRA,CARB,BER,9,M1,0,17200,13,D,7,9,99,6,6,9,5,BMW,SERIE 2,CARB,CPE,7,BM73746,38900,12,F,136,M1,0,10,8,10,14,5,13,8,13,99,T,1,12500,53400,53165,1,1,59670,59443,Mayenne,53,52,J,S,13,0.5,0,E,18,A,16/09/2024
"	
Active Assurances",523 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
MMA",556 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
MAAF Assurances",561 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
Groupe Allianz",636 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
GMF",663 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
Groupe AXA",689 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
SOS Malus",774 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
Groupe Admiral",986 €,4646,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,01/08/1991,33,Célibataire,Retraité,04/2021,Non,,,Non,non,non,non,02/2007,,12/2005,CI39133,CITROEN,BERLINGO,CARB,LSP,6,U0,0,14900,8,B,6,6,99,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,T,2,25000,52600,52093,2,1,64640,64313,Haute-Marne,52,44,C,S,3,0.85,6,A,14,C,16/09/2024
"	
MAAF Assurances",440 €,9332,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,26/08/1938,86,Pacsé(e),Salarié Cadre,03/2006,Non,16/07/1949,,Oui,2008,non,non,01/2017,,11/2015,RE74212,RENAULT,LAGUNA III,DIES,BER,10,M2,0,35700,14,F,10,10,99,7,6,9,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,24250,24152,1,1,14140,14371,Dordogne,24,75,V,S,18,50,6,A,56,C,16/09/2024
"	
GMF",587 €,9332,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,26/08/1938,86,Pacsé(e),Salarié Cadre,03/2006,Non,16/07/1949,,Oui,2008,non,non,01/2017,,11/2015,RE74212,RENAULT,LAGUNA III,DIES,BER,10,M2,0,35700,14,F,10,10,99,7,6,9,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,24250,24152,1,1,14140,14371,Dordogne,24,75,V,S,18,50,6,A,56,C,16/09/2024
"	
Active Assurances",847 €,9332,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,26/08/1938,86,Pacsé(e),Salarié Cadre,03/2006,Non,16/07/1949,,Oui,2008,non,non,01/2017,,11/2015,RE74212,RENAULT,LAGUNA III,DIES,BER,10,M2,0,35700,14,F,10,10,99,7,6,9,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,24250,24152,1,1,14140,14371,Dordogne,24,75,V,S,18,50,6,A,56,C,16/09/2024
"	
Groupe Allianz",893 €,9332,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,26/08/1938,86,Pacsé(e),Salarié Cadre,03/2006,Non,16/07/1949,,Oui,2008,non,non,01/2017,,11/2015,RE74212,RENAULT,LAGUNA III,DIES,BER,10,M2,0,35700,14,F,10,10,99,7,6,9,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,24250,24152,1,1,14140,14371,Dordogne,24,75,V,S,18,50,6,A,56,C,16/09/2024
"	
Groupe AXA",2 982 €,9332,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,26/08/1938,86,Pacsé(e),Salarié Cadre,03/2006,Non,16/07/1949,,Oui,2008,non,non,01/2017,,11/2015,RE74212,RENAULT,LAGUNA III,DIES,BER,10,M2,0,35700,14,F,10,10,99,7,6,9,8,,,,,,,,,,,,,,,,,,,,,,D,1,10000,24250,24152,1,1,14140,14371,Dordogne,24,75,V,S,18,50,6,A,56,C,16/09/2024
"	
Abeille Assurances",376 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
MMA",398 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
Groupe AXA",504 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
MAAF Assurances",534 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
Groupe Admiral",610 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
Active Assurances",648 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
Groupe Allianz",663 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
GMF",675 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
SOS Malus",733 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
Groupe Vilavi",748 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
Groupe Vilavi",787 €,3039,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/06/1994,30,Marié(e),Salarié,09/2020,Non,15/11/1981,,Non,non,non,non,07/2024,,12/2005,FI39089,FIAT,DOBLO,CARB,LSP,6,M1,0,14580,8,B,6,8,99,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,D,2,12500,80150,80496,1,2,79150,79013,Somme,80,32,G,S,4,0.8,0,A,83,C,16/09/2024
"	
MMA",405 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
MAAF Assurances",527 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Active Assurances",607 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Groupe Allianz",617 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Groupe Admiral",695 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
GMF",727 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Groupe AXA",769 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Groupe Vilavi",816 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Groupe Vilavi",825 €,9254,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,31/01/1987,37,Célibataire,Salarié,10/2014,Non,,,Oui,2004,2015,non,11/2019,,11/2015,OP34261,OPEL,INSIGNIA,CARB,BER,10,M2,0,33910,14,E,7,11,99,11,6,11,6,,,,,,,,,,,,,,,,,,,,,,C,1,1000,72320,72322,1,1,80340,80195,Sarthe,72,52,P,S,9,0.6,4,A,86,E,16/09/2024
"	
Abeille Assurances",122 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
MMA",141 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
Assurpeople.com",150 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
GMF",154 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
MAAF Assurances",158 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
AMV",161 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
Active Assurances",188 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
Groupe Allianz",255 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
Groupe AXA",263 €,1914,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/08/1976,48,Pacsé(e),Fonctionnaire autre,08/2003,Non,09/10/1997,08/2019,Non,non,non,non,11/2005,,08/2005,RE50122,RENAULT,TWINGO,CARB,BER,5,B1,0,9600,10,1,3,2,99,4,7,6,9,,,,,,,,,,,,,,,,,,,,,,L,1,5000,62770,62282,1,2,59650,59009,Pas-de-Calais,62,32,C,P,21,80,6,A,48,A,16/09/2024
"	
MAAF Assurances",1 070 €,2347,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/07/1985,39,Séparé(e),Salarié Cadre,07/2018,Non,,,Oui,2017,2003,2024,02/2023,,02/2022,VW57092,VOLKSWAGEN,GOLF VIII,CARB,BER,19,M1,0,47200,16,H,8,9,99,3,5,8,9,,,,,,,,,,,,,,,,,,,,,,C,1,10000,16410,16143,2,2,24500,24402,Charente,16,75,V,S,6,0.72,1,E,49,D,16/09/2024
"	
GMF",1 599 €,2347,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/07/1985,39,Séparé(e),Salarié Cadre,07/2018,Non,,,Oui,2017,2003,2024,02/2023,,02/2022,VW57092,VOLKSWAGEN,GOLF VIII,CARB,BER,19,M1,0,47200,16,H,8,9,99,3,5,8,9,,,,,,,,,,,,,,,,,,,,,,C,1,10000,16410,16143,2,2,24500,24402,Charente,16,75,V,S,6,0.72,1,E,49,D,16/09/2024
"	
Groupe Allianz",1 639 €,2347,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/07/1985,39,Séparé(e),Salarié Cadre,07/2018,Non,,,Oui,2017,2003,2024,02/2023,,02/2022,VW57092,VOLKSWAGEN,GOLF VIII,CARB,BER,19,M1,0,47200,16,H,8,9,99,3,5,8,9,,,,,,,,,,,,,,,,,,,,,,C,1,10000,16410,16143,2,2,24500,24402,Charente,16,75,V,S,6,0.72,1,E,49,D,16/09/2024
"	
Groupe Vilavi",1 655 €,2347,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/07/1985,39,Séparé(e),Salarié Cadre,07/2018,Non,,,Oui,2017,2003,2024,02/2023,,02/2022,VW57092,VOLKSWAGEN,GOLF VIII,CARB,BER,19,M1,0,47200,16,H,8,9,99,3,5,8,9,,,,,,,,,,,,,,,,,,,,,,C,1,10000,16410,16143,2,2,24500,24402,Charente,16,75,V,S,6,0.72,1,E,49,D,16/09/2024
"	
SOS Malus",1 684 €,2347,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/07/1985,39,Séparé(e),Salarié Cadre,07/2018,Non,,,Oui,2017,2003,2024,02/2023,,02/2022,VW57092,VOLKSWAGEN,GOLF VIII,CARB,BER,19,M1,0,47200,16,H,8,9,99,3,5,8,9,,,,,,,,,,,,,,,,,,,,,,C,1,10000,16410,16143,2,2,24500,24402,Charente,16,75,V,S,6,0.72,1,E,49,D,16/09/2024
