Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
MMA",271 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Abeille Assurances",332 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
GMF",374 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Groupe AXA",434 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
MAAF Assurances",444 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Active Assurances",473 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Groupe Allianz",614 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Groupe Admiral",716 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Groupe Vilavi",811 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
Groupe Vilavi",831 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/08/1962,62,Veuf(ve),Fonctionnaire Défense/Intérieur,01/1999,Oui,,,Oui,2021,2005,non,01/2024,,12/2005,CI42105,CITROEN,C5,DIES,BER,7,M2,0,25600,11,3,9,10,99,12,8,9,3,,,,,,,,,,,,,,,,,,,,,,T,1,2000,51300,51262,1,2,61200,61212,Marne,51,44,V,P,25,120,0,A,90,E,16/09/2024
"	
MAAF Assurances",618 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
GMF",691 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
Abeille Assurances",791 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
Groupe Admiral",848 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
Groupe AXA",1 054 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
SOS Malus",1 131 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
Active Assurances",1 253 €,7,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/12/1974,49,Concubin(e) / vie maritale,Fonctionnaire Défense/Intérieur,12/2019,Non,08/01/1981,,Oui,2015,2012,2010,08/2024,,03/2024,ME74116,MERCEDES,CLASSE A IV,EH,BER,7,B,0,37949,12,F,7,7,99,10,6,11,4,,,,,,,,,,,,,,,,,,,,,,L,1,10000,79200,79255,1,2,74170,74236,Deux-Sèvres,79,75,P,P,4,0.8,0,E,33,E,16/09/2024
"	
GMF",211 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
MAAF Assurances",282 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
Groupe Vilavi",360 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
Groupe AXA",363 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
Groupe Vilavi",401 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
Groupe Admiral",476 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
Groupe Allianz",533 €,6,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,19/03/1949,75,Célibataire,Fonctionnaire autre,06/1994,Non,,,Non,non,non,non,N/A,18/02/2025,03/2024,ME66613,MERCEDES,CLASSE C IV,EH,BRK,10,M2,1,45200,14,H,7,11,99,9,4,10,6,,,,,,,,,,,,,,,,,,,,,,T,1,10000,11220,11363,1,1,24110,24251,Aude,11,76,P,P,30,120,0,E,75,A,16/09/2024
"	
Abeille Assurances",215 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
MAAF Assurances",256 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
Groupe AXA",298 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
Active Assurances",310 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
Groupe Admiral",314 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
GMF",385 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
Groupe Allianz",486 €,10,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,22/01/1962,62,Marié(e),Salarié,03/1994,Oui,02/05/1938,,Oui,2005,2006,non,10/2017,,11/2005,AU15742,AUDI,A6,CARB,BRK,13,H1,0,45341,14,H,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,L,3,25000,78980,78559,1,2,70280,70435,Yvelines,78,11,G,S,30,120,6,E,20,A,16/09/2024
"	
Abeille Assurances",150 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
Groupe AXA",174 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
Assurpeople.com",209 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
MAAF Assurances",234 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
Groupe Admiral",252 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
GMF",291 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
Groupe Vilavi",303 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
Groupe Vilavi",343 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
AMV",348 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
Groupe Allianz",387 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/06/1958,66,Concubin(e) / vie maritale,Artisan,07/1999,Non,30/11/1929,05/1973,Non,non,non,non,10/2013,,03/2010,AU31076,AUDI,A5,CARB,CAB,13,M2,0,54200,14,J,7,11,98,10,5,14,7,,,,,,,,,,,,,,,,,,,,,,C,1,1000,59144,59640,2,1,62880,62842,Nord,59,32,C,P,25,120,6,E,86,A,16/09/2024
"	
MMA",400 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
MAAF Assurances",430 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
Groupe Admiral",465 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
Groupe AXA",479 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
Groupe Vilavi",620 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
Groupe Vilavi",624 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
GMF",632 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
Groupe Allianz",701 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
Active Assurances",719 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
AMV",1 037 €,5,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/02/1987,37,Veuf(ve),Salarié,05/2015,Non,,,Non,non,non,non,12/2019,,11/2016,VW02038,VOLKSWAGEN,COCCINELLE,CARB,CAB,6,M1,0,25730,11,D,7,11,99,11,7,11,4,,,,,,,,,,,,,,,,,,,,,,T,1,7000,88100,88320,1,2,71530,71081,Vosges,88,44,C,S,9,0.6,4,E,86,E,16/09/2024
"	
MMA",214 €,8,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,16/06/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,06/2008,Oui,,,Non,non,non,non,12/2006,,12/2005,CI40343,CITROEN,XSARA,DIES,BER,5,M1,0,21400,10,C,8,10,99,9,8,9,4,,,,,,,,,,,,,,,,,,,,,,L,1,5000,24170,24313,1,1,11300,11394,Dordogne,24,75,V,P,16,30,6,E,87,C,16/09/2024
"	
Abeille Assurances",248 €,8,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,16/06/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,06/2008,Oui,,,Non,non,non,non,12/2006,,12/2005,CI40343,CITROEN,XSARA,DIES,BER,5,M1,0,21400,10,C,8,10,99,9,8,9,4,,,,,,,,,,,,,,,,,,,,,,L,1,5000,24170,24313,1,1,11300,11394,Dordogne,24,75,V,P,16,30,6,E,87,C,16/09/2024
